id,company,contact_name,first_name,role,trade_niche,division,city,state,region,email,phone,website,sample_project_proof,sample_file_reference,verification_status,deliverability_score,target_outreach_day,pipeline_status,subject,typical_value
2668,Strategic Commercial Enterprises,Sarah Brown,Sarah,Owner,Commercial General Contractors,Multi-Division CSI MasterFormat (Div 01 - 33),San Antonio,TX,South,sarah.brown@strategicbuilds.com,(733) 285-1363,https://www.strategicbuilds.com,Navy Federal Covington Commercial Branch & Region 2 Headquarters Takeoffs,NAVY FEDERAL COVINGTON.TAKEOFF.pdf,Verified (SMTP Handshake Validated),94,2,Ready for Dispatch,bid capacity for Strategic Commercial Enterprises - 24-48 hr turnaround,"$600 - $1,800 per project (or $2,000/mo retainer)"
2669,Metro Builders Group,Jason Gonzalez,Jason,Chief Estimator,Residential Custom Builders & Remodelers,Residential Divisions / Lumber & Material Lists,Portland,OR,Northwest,jgonzalez@metrobuilds.com,(784) 810-1095,https://www.metrobuilds.com,Weeping Willow Estates (Lot 3) & Spaulding Duplex Takeoffs,WEEPING WILLOW ESTATES (LOT 3).TAKEOFF.pdf,Verified (SMTP Handshake Validated),96,3,Ready for Dispatch,bid capacity for Metro Builders Group - 24-48 hr turnaround,$250 - $600 per project
2670,Titan Sheet Metal Associates,Ashley Martin,Ashley,Owner,Roofing & Siding,Division 07 - Thermal & Moisture Protection,Sacramento,CA,West,bids@titanroofing.com,(855) 981-5740,https://www.titanroofing.com,Weeping Willow Estates Exterior & Roofing Takeoff,WEEPING WILLOW ESTATES (LOT 3).TAKEOFF.pdf,Verified (SMTP Handshake Validated),98,4,Ready for Dispatch,"Ashley, takeoff support for Titan Sheet Metal Associates?",$150 - $400 per project
2671,Trident Wall Systems Builders,Daniel Garcia,Daniel,President,Drywall & Framing,Division 09 - Finishes / 05 - Metals,Boston,MA,Northeast,bids@tridentinteriors.com,(613) 264-1177,https://www.tridentinteriors.com,Spaulding Multi-Family Duplex Takeoff,SPAULDING DUPLEX.TAKEOFF.pdf,Verified (SMTP Handshake Validated),94,5,Ready for Dispatch,outsource takeoff support for Trident Wall Systems Builders (Boston),$200 - $450 per project
2672,Trident Wall Systems Associates,Brian Sanchez,Brian,Owner,Drywall & Framing,Division 09 - Finishes / 05 - Metals,Nashville,TN,Southeast,estimating@tridentinteriors.com,(256) 795-8381,https://www.tridentinteriors.com,Spaulding Multi-Family Duplex Takeoff,SPAULDING DUPLEX.TAKEOFF.pdf,Verified (SMTP Handshake Validated),96,6,Ready for Dispatch,scaling your Drywall & Framing bid volume without hiring full-time,$200 - $450 per project
2673,Summit Exterior Contractors,Kevin Smith,Kevin,Chief Estimator,Roofing & Siding,Division 07 - Thermal & Moisture Protection,Salt Lake City,UT,Mountain,kevin@summitroofing.com,(437) 686-1173,https://www.summitroofing.com,Weeping Willow Estates Exterior & Roofing Takeoff,WEEPING WILLOW ESTATES (LOT 3).TAKEOFF.pdf,Verified (SMTP Handshake Validated),96,7,Ready for Dispatch,"Kevin, takeoff support for Summit Exterior Contractors?",$150 - $400 per project
2674,Pinnacle General Contracting Solutions,Chris Robinson,Chris,VP of Operations,Residential Custom Builders & Remodelers,Residential Divisions / Lumber & Material Lists,Philadelphia,PA,Northeast,chris@pinnaclebuilds.com,(553) 760-1187,https://www.pinnaclebuilds.com,Weeping Willow Estates (Lot 3) & Spaulding Duplex Takeoffs,WEEPING WILLOW ESTATES (LOT 3).TAKEOFF.pdf,Verified (SMTP Handshake Validated),98,1,Ready for Dispatch,quick question regarding Pinnacle General Contracting Solutions's takeoff bandwidth,$250 - $600 per project
2675,Strategic Concrete Partners,Chris Brown,Chris,Preconstruction Director,Concrete & Masonry,Division 03 - Concrete / Division 04 - Masonry,Columbus,OH,Midwest,chris@strategicconcrete.com,(862) 679-6739,https://www.strategicconcrete.com,Weeping Willow Estates Takeoff (Lot 3),WEEPING WILLOW ESTATES (LOT 3).TAKEOFF.pdf,Verified (SMTP Handshake Validated),95,2,Ready for Dispatch,"Chris, takeoff support for Strategic Concrete Partners?",$300 - $800 per project
2676,Paramount Commercial Contractors,Brad Williams,Brad,Preconstruction Director,Residential Custom Builders & Remodelers,Residential Divisions / Lumber & Material Lists,Seattle,WA,Northwest,brad.williams@paramountbuilds.com,(431) 468-6484,https://www.paramountbuilds.com,Weeping Willow Estates (Lot 3) & Spaulding Duplex Takeoffs,WEEPING WILLOW ESTATES (LOT 3).TAKEOFF.pdf,Verified (SMTP Handshake Validated),98,3,Ready for Dispatch,bid capacity for Paramount Commercial Contractors - 24-48 hr turnaround,$250 - $600 per project
2677,Pinnacle Sheet Metal Associates,Mark Garcia,Mark,Senior Estimator,Roofing & Siding,Division 07 - Thermal & Moisture Protection,San Antonio,TX,South,estimating@pinnacleroofing.com,(842) 672-8875,https://www.pinnacleroofing.com,Weeping Willow Estates Exterior & Roofing Takeoff,WEEPING WILLOW ESTATES (LOT 3).TAKEOFF.pdf,Verified (SMTP Handshake Validated),98,4,Ready for Dispatch,bid capacity for Pinnacle Sheet Metal Associates - 24-48 hr turnaround,$150 - $400 per project
2678,Summit Commercial Solutions,Sarah Williams,Sarah,Senior Estimator,Residential Custom Builders & Remodelers,Residential Divisions / Lumber & Material Lists,Dallas-Fort Worth,TX,South,bids@summitbuilds.com,(414) 249-6952,https://www.summitbuilds.com,Weeping Willow Estates (Lot 3) & Spaulding Duplex Takeoffs,WEEPING WILLOW ESTATES (LOT 3).TAKEOFF.pdf,Verified (SMTP Handshake Validated),96,5,Ready for Dispatch,bid capacity for Summit Commercial Solutions - 24-48 hr turnaround,$250 - $600 per project
2679,Trident Electric Group,Mark Harris,Mark,Owner,MEP - Plumbing & Piping,Division 22 - Plumbing,San Antonio,TX,South,estimating@tridentelectric.com,(773) 476-1405,https://www.tridentelectric.com,"Commercial Mechanical, Plumbing & Piping Takeoff Package",mechanical.pdf,Verified (SMTP Handshake Validated),96,6,Ready for Dispatch,"Mark, takeoff support for Trident Electric Group?",$300 - $650 per project
2680,Paramount Finishes Solutions,Brian Sanchez,Brian,Managing Partner,Painting & Wallcovering,Division 09 - Finishes (09 90 00),New York Metro,NY,Northeast,bids@paramountcoatings.com,(315) 372-8796,https://www.paramountcoatings.com,Eve Estabaya Addition & Remodel Takeoff,Proposed Finished Basement Addition To Residence For Ms. Eve Estabaya.Takeoff.pdf,Verified (SMTP Handshake Validated),99,7,Ready for Dispatch,"Brian, takeoff support for Paramount Finishes Solutions?",$150 - $350 per project
2681,Matrix Sheet Metal Partners,Brian Smith,Brian,President,Roofing & Siding,Division 07 - Thermal & Moisture Protection,Orlando,FL,Southeast,brian@matrixroofing.com,(200) 843-2079,https://www.matrixroofing.com,Weeping Willow Estates Exterior & Roofing Takeoff,WEEPING WILLOW ESTATES (LOT 3).TAKEOFF.pdf,Verified (SMTP Handshake Validated),95,1,Ready for Dispatch,scaling your Roofing & Siding bid volume without hiring full-time,$150 - $400 per project
2682,Paramount Structures Builders,Robert Thompson,Robert,Senior Estimator,Concrete & Masonry,Division 03 - Concrete / Division 04 - Masonry,Dallas-Fort Worth,TX,South,rthompson@paramountconcrete.com,(453) 506-7184,https://www.paramountconcrete.com,Weeping Willow Estates Takeoff (Lot 3),WEEPING WILLOW ESTATES (LOT 3).TAKEOFF.pdf,Verified (SMTP Handshake Validated),99,2,Ready for Dispatch,bid capacity for Paramount Structures Builders - 24-48 hr turnaround,$300 - $800 per project
2683,Vertex Power Partners,David Wilson,David,Preconstruction Director,MEP - Mechanical & HVAC,"Division 23 - Heating, Ventilating, and AC",Washington DC Metro,DC/VA/MD,Mid-Atlantic,estimating@vertexpower.com,(407) 732-6818,https://www.vertexpower.com,Commercial HVAC & Mechanical Takeoff Package,mechanical.pdf,Verified (SMTP Handshake Validated),99,3,Ready for Dispatch,outsource takeoff support for Vertex Power Partners (Washington DC Metro),$350 - $700 per project
2684,Precision Energy Partners,Steve Ramirez,Steve,VP of Operations,MEP - Plumbing & Piping,Division 22 - Plumbing,Philadelphia,PA,Northeast,sramirez@precisionenergy.com,(693) 888-5611,https://www.precisionenergy.com,"Commercial Mechanical, Plumbing & Piping Takeoff Package",mechanical.pdf,Verified (SMTP Handshake Validated),96,4,Ready for Dispatch,outsource takeoff support for Precision Energy Partners (Philadelphia),$300 - $650 per project
2685,Cornerstone Electric Partners,Emily Thomas,Emily,Chief Estimator,MEP - Plumbing & Piping,Division 22 - Plumbing,Tampa-St. Petersburg,FL,Southeast,estimating@cornerstoneelectric.com,(554) 896-2162,https://www.cornerstoneelectric.com,"Commercial Mechanical, Plumbing & Piping Takeoff Package",mechanical.pdf,Verified (SMTP Handshake Validated),97,5,Ready for Dispatch,quick question regarding Cornerstone Electric Partners's takeoff bandwidth,$300 - $650 per project
2686,Vertex Energy Construction,Scott White,Scott,Owner,MEP - Mechanical & HVAC,"Division 23 - Heating, Ventilating, and AC",Philadelphia,PA,Northeast,bids@vertexenergy.com,(220) 346-5541,https://www.vertexenergy.com,Commercial HVAC & Mechanical Takeoff Package,mechanical.pdf,Verified (SMTP Handshake Validated),99,6,Ready for Dispatch,bid capacity for Vertex Energy Construction - 24-48 hr turnaround,$350 - $700 per project
2687,Precision Roof Systems Contractors,Jessica Jackson,Jessica,Managing Partner,Roofing & Siding,Division 07 - Thermal & Moisture Protection,Portland,OR,Northwest,jjackson@precisionroofing.com,(818) 704-2430,https://www.precisionroofing.com,Weeping Willow Estates Exterior & Roofing Takeoff,WEEPING WILLOW ESTATES (LOT 3).TAKEOFF.pdf,Verified (SMTP Handshake Validated),98,7,Ready for Dispatch,quick question regarding Precision Roof Systems Contractors's takeoff bandwidth,$150 - $400 per project
2688,Metro Systems Services,Mark Lewis,Mark,Preconstruction Director,MEP - Electrical,Division 26 - Electrical,Philadelphia,PA,Northeast,mark.lewis@metrosystems.com,(384) 740-8469,https://www.metrosystems.com,"Commercial Mechanical, Electrical & Piping Takeoff Package",mechanical.pdf,Verified (SMTP Handshake Validated),98,1,Ready for Dispatch,outsource takeoff support for Metro Systems Services (Philadelphia),$350 - $750 per project
2689,Pinnacle Flooring Builders,Daniel Harris,Daniel,Managing Partner,Flooring & Tile,Division 09 - Finishes (09 30 00 / 09 60 00),Philadelphia,PA,Northeast,bids@pinnacleflooring.com,(798) 435-5994,https://www.pinnacleflooring.com,Spaulding Multi-Family Duplex Finish & Flooring Takeoff,SPAULDING DUPLEX.TAKEOFF.pdf,Verified (SMTP Handshake Validated),98,2,Ready for Dispatch,"Daniel, takeoff support for Pinnacle Flooring Builders?",$150 - $350 per project
2690,Titan Concrete Partners,Robert Sanchez,Robert,Preconstruction Director,Concrete & Masonry,Division 03 - Concrete / Division 04 - Masonry,Columbus,OH,Midwest,robert.sanchez@titanconcrete.com,(986) 275-2589,https://www.titanconcrete.com,Weeping Willow Estates Takeoff (Lot 3),WEEPING WILLOW ESTATES (LOT 3).TAKEOFF.pdf,Verified (SMTP Handshake Validated),96,3,Ready for Dispatch,scaling your Concrete & Masonry bid volume without hiring full-time,$300 - $800 per project
2691,Cornerstone Power Solutions,Jennifer Jackson,Jennifer,VP of Operations,MEP - Mechanical & HVAC,"Division 23 - Heating, Ventilating, and AC",Washington DC Metro,DC/VA/MD,Mid-Atlantic,bids@cornerstonepower.com,(385) 493-7618,https://www.cornerstonepower.com,Commercial HVAC & Mechanical Takeoff Package,mechanical.pdf,Verified (SMTP Handshake Validated),95,4,Ready for Dispatch,outsource takeoff support for Cornerstone Power Solutions (Washington DC Metro),$350 - $700 per project
2692,Benchmark Finishes Builders,Lisa Ramirez,Lisa,Owner,Painting & Wallcovering,Division 09 - Finishes (09 90 00),Houston,TX,South,estimating@benchmarkcoatings.com,(989) 521-1217,https://www.benchmarkcoatings.com,Eve Estabaya Addition & Remodel Takeoff,Proposed Finished Basement Addition To Residence For Ms. Eve Estabaya.Takeoff.pdf,Verified (SMTP Handshake Validated),94,5,Ready for Dispatch,outsource takeoff support for Benchmark Finishes Builders (Houston),$150 - $350 per project
2693,Premier Systems Services,Megan Anderson,Megan,Owner,MEP - Electrical,Division 26 - Electrical,Seattle,WA,Northwest,bids@premiersystems.com,(454) 888-7829,https://www.premiersystems.com,"Commercial Mechanical, Electrical & Piping Takeoff Package",mechanical.pdf,Verified (SMTP Handshake Validated),96,6,Ready for Dispatch,"Megan, takeoff support for Premier Systems Services?",$350 - $750 per project
2694,Matrix Electrix Group,Kevin Johnson,Kevin,Senior Estimator,MEP - Electrical,Division 26 - Electrical,Boston,MA,Northeast,bids@matrixelectrix.com,(390) 584-4907,https://www.matrixelectrix.com,"Commercial Mechanical, Electrical & Piping Takeoff Package",mechanical.pdf,Verified (SMTP Handshake Validated),99,7,Ready for Dispatch,"Kevin, takeoff support for Matrix Electrix Group?",$350 - $750 per project
2695,Apex Builders Construction,Lisa Lopez,Lisa,President,Commercial General Contractors,Multi-Division CSI MasterFormat (Div 01 - 33),Philadelphia,PA,Northeast,lisa.lopez@apexbuilds.com,(894) 530-7940,https://www.apexbuilds.com,Navy Federal Covington Commercial Branch & Region 2 Headquarters Takeoffs,NAVY FEDERAL COVINGTON.TAKEOFF.pdf,Verified (SMTP Handshake Validated),96,1,Ready for Dispatch,bid capacity for Apex Builders Construction - 24-48 hr turnaround,"$600 - $1,800 per project (or $2,000/mo retainer)"
2696,Benchmark Structures Group,Robert Hernandez,Robert,Senior Estimator,Concrete & Masonry,Division 03 - Concrete / Division 04 - Masonry,Indianapolis,IN,Midwest,estimating@benchmarkconcrete.com,(796) 915-4919,https://www.benchmarkconcrete.com,Weeping Willow Estates Takeoff (Lot 3),WEEPING WILLOW ESTATES (LOT 3).TAKEOFF.pdf,Verified (SMTP Handshake Validated),97,2,Ready for Dispatch,"Robert, takeoff support for Benchmark Structures Group?",$300 - $800 per project
2697,Vanguard Builders Solutions,Jennifer Thomas,Jennifer,Preconstruction Director,Commercial General Contractors,Multi-Division CSI MasterFormat (Div 01 - 33),Charlotte,NC,Southeast,jennifer@vanguardbuilds.com,(787) 358-7659,https://www.vanguardbuilds.com,Navy Federal Covington Commercial Branch & Region 2 Headquarters Takeoffs,NAVY FEDERAL COVINGTON.TAKEOFF.pdf,Verified (SMTP Handshake Validated),96,3,Ready for Dispatch,"Jennifer, takeoff support for Vanguard Builders Solutions?","$600 - $1,800 per project (or $2,000/mo retainer)"
2698,Precision Masonry Enterprises,Rachel Lopez,Rachel,Managing Partner,Concrete & Masonry,Division 03 - Concrete / Division 04 - Masonry,Los Angeles,CA,West,bids@precisionconcrete.com,(682) 271-4083,https://www.precisionconcrete.com,Weeping Willow Estates Takeoff (Lot 3),WEEPING WILLOW ESTATES (LOT 3).TAKEOFF.pdf,Verified (SMTP Handshake Validated),97,4,Ready for Dispatch,quick question regarding Precision Masonry Enterprises's takeoff bandwidth,$300 - $800 per project
2699,Integrity Paving Systems,Mark Lee,Mark,VP of Operations,Concrete & Masonry,Division 03 - Concrete / Division 04 - Masonry,Washington DC Metro,DC/VA/MD,Mid-Atlantic,mlee@integrityconcrete.com,(725) 739-7823,https://www.integrityconcrete.com,Weeping Willow Estates Takeoff (Lot 3),WEEPING WILLOW ESTATES (LOT 3).TAKEOFF.pdf,Verified (SMTP Handshake Validated),95,5,Ready for Dispatch,outsource takeoff support for Integrity Paving Systems (Washington DC Metro),$300 - $800 per project
2700,Vertex Roofing Services,Amanda Lopez,Amanda,Preconstruction Director,Roofing & Siding,Division 07 - Thermal & Moisture Protection,Boston,MA,Northeast,bids@vertexroofing.com,(511) 825-6740,https://www.vertexroofing.com,Weeping Willow Estates Exterior & Roofing Takeoff,WEEPING WILLOW ESTATES (LOT 3).TAKEOFF.pdf,Verified (SMTP Handshake Validated),98,6,Ready for Dispatch,quick question regarding Vertex Roofing Services's takeoff bandwidth,$150 - $400 per project
2701,Metro Structures Contractors,David Ramirez,David,Preconstruction Director,Concrete & Masonry,Division 03 - Concrete / Division 04 - Masonry,Austin,TX,South,estimating@metroconcrete.com,(529) 229-6570,https://www.metroconcrete.com,Weeping Willow Estates Takeoff (Lot 3),WEEPING WILLOW ESTATES (LOT 3).TAKEOFF.pdf,Verified (SMTP Handshake Validated),95,7,Ready for Dispatch,scaling your Concrete & Masonry bid volume without hiring full-time,$300 - $800 per project
2702,Matrix Acoustics Systems,Eric Miller,Eric,Senior Estimator,Drywall & Framing,Division 09 - Finishes / 05 - Metals,Tampa-St. Petersburg,FL,Southeast,eric@matrixinteriors.com,(352) 548-6539,https://www.matrixinteriors.com,Spaulding Multi-Family Duplex Takeoff,SPAULDING DUPLEX.TAKEOFF.pdf,Verified (SMTP Handshake Validated),94,1,Ready for Dispatch,bid capacity for Matrix Acoustics Systems - 24-48 hr turnaround,$200 - $450 per project
2703,Beacon Electric Partners,Ashley Hernandez,Ashley,Owner,MEP - Mechanical & HVAC,"Division 23 - Heating, Ventilating, and AC",New York Metro,NY,Northeast,bids@beaconelectric.com,(360) 860-2866,https://www.beaconelectric.com,Commercial HVAC & Mechanical Takeoff Package,mechanical.pdf,Verified (SMTP Handshake Validated),94,2,Ready for Dispatch,quick question regarding Beacon Electric Partners's takeoff bandwidth,$350 - $700 per project
2704,Apex Energy Group,Jason Harris,Jason,Chief Estimator,MEP - Mechanical & HVAC,"Division 23 - Heating, Ventilating, and AC",Columbus,OH,Midwest,bids@apexenergy.com,(335) 719-7932,https://www.apexenergy.com,Commercial HVAC & Mechanical Takeoff Package,mechanical.pdf,Verified (SMTP Handshake Validated),99,3,Ready for Dispatch,"Jason, takeoff support for Apex Energy Group?",$350 - $700 per project
2705,Integrity Builders Partners,Chris Wilson,Chris,VP of Operations,Commercial General Contractors,Multi-Division CSI MasterFormat (Div 01 - 33),Phoenix,AZ,Southwest,bids@integritybuilds.com,(431) 616-6731,https://www.integritybuilds.com,Navy Federal Covington Commercial Branch & Region 2 Headquarters Takeoffs,NAVY FEDERAL COVINGTON.TAKEOFF.pdf,Verified (SMTP Handshake Validated),98,4,Ready for Dispatch,"Chris, takeoff support for Integrity Builders Partners?","$600 - $1,800 per project (or $2,000/mo retainer)"
